2022-03-25 16:37:48,335 INFO werkzeug MainThread :  * Running on http://127.0.0.1:5000/ (Press CTRL+C to quit)
2022-03-25 16:37:48,336 INFO werkzeug MainThread :  * Restarting with stat
2022-03-25 16:37:48,503 WARNING werkzeug MainThread :  * Debugger is active!
2022-03-25 16:37:48,503 INFO werkzeug MainThread :  * Debugger PIN: 138-929-055
2022-03-25 16:37:50,651 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2022-03-25 16:37:50,667 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2022-03-25 16:37:50,677 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2022-03-25 16:37:50,687 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2022-03-25 16:37:50,698 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2022-03-25 16:37:50,752 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2022-03-25 16:37:50,764 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2022-03-25 16:37:50,816 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2022-03-25 16:37:50,828 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2022-03-25 16:37:50,880 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2022-03-25 16:37:50,892 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2022-03-25 16:37:50,944 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2022-03-25 16:37:50,955 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2022-03-25 16:37:51,008 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2022-03-25 16:37:51,019 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2022-03-25 16:37:51,072 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2022-03-25 16:37:51,086 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
2022-03-25 16:37:51,097 INFO root Thread-2 : Get connection to ('10.100.151.128', 9669)
